ID,TIMESTAMP,NDRE_SUM,NDRE_MEAN,NDRE_STD,NDRE_MIN,NDRE_MAX,NDRE_VAR,NDRE_MEDIAN,NDRE_95PERCENTILE,NDVI_SUM,NDVI_MEAN,NDVI_STD,NDVI_MIN,NDVI_MAX,NDVI_VAR,NDVI_MEDIAN,NDVI_95PERCENTILE,GNDVI_SUM,GNDVI_MEAN,GNDVI_STD,GNDVI_MIN,GNDVI_MAX,GNDVI_VAR,GNDVI_MEDIAN,GNDVI_95PERCENTILE,BNDVI_SUM,BNDVI_MEAN,BNDVI_STD,BNDVI_MIN,BNDVI_MAX,BNDVI_VAR,BNDVI_MEDIAN,BNDVI_95PERCENTILE,NDREI_SUM,NDREI_MEAN,NDREI_STD,NDREI_MIN,NDREI_MAX,NDREI_VAR,NDREI_MEDIAN,NDREI_95PERCENTILE,NPCI_SUM,NPCI_MEAN,NPCI_STD,NPCI_MIN,NPCI_MAX,NPCI_VAR,NPCI_MEDIAN,NPCI_95PERCENTILE,GRVI_SUM,GRVI_MEAN,GRVI_STD,GRVI_MIN,GRVI_MAX,GRVI_VAR,GRVI_MEDIAN,GRVI_95PERCENTILE,NGBDI_SUM,NGBDI_MEAN,NGBDI_STD,NGBDI_MIN,NGBDI_MAX,NGBDI_VAR,NGBDI_MEDIAN,NGBDI_95PERCENTILE,TH_SUM,TH_MEAN,TH_STD,TH_MIN,TH_MAX,TH_VAR,TH_MEDIAN,TH_95PERCENTILE,CH_SUM,CH_MEAN,CH_STD,CH_MIN,CH_MAX,CH_VAR,CH_MEDIAN,CH_95PERCENTILE,CV_SUM,CV_MEAN,CV_STD,CV_MIN,CV_MAX,CV_VAR,CV_MEDIAN,CV_95PERCENTILE,CC_%,CC_mt2,CC_STD,CC_MIN,CC_MAX,CC_VAR,CC_MEDIAN,CC_95PERCENTILE
10,5/27/2024 10:30,8077.1445,0.31213573,0.085481875,0.055264145,0.5330375,0.007307151,0.31590202,0.4437131,20589.494,0.79566747,0.08113975,0.62178934,0.9456584,0.006583659,0.8062585,0.907244,15568.675,0.60164297,0.07281683,0.3850963,0.8066969,0.00530229,0.6024765,0.719428,21027.543,0.8125958,0.05390548,0.65768665,0.9370797,0.002905801,0.81797767,0.8916815,17011.248,0.65739197,0.08232751,0.40681848,0.8490677,0.006777818,0.6610885,0.7805039,17535.467,0.6776456,0.047973186,0.47427407,0.825372,0.002301427,0.6793377,0.7530611,10211.865,0.3946311,0.112003066,0.082711086,0.66064984,0.012544687,0.39780077,0.5644678,10921.655,0.42206028,0.053181276,0.23042202,0.5868249,0.002828248,0.42514345,0.5033181,724277.44,27.989302,0.5470045,26.51001,29.980011,0.29921395,27.940002,28.980011,8552644,330.52744,0.06219002,330.2368,330.67264,0.003867599,330.5395,330.60333,1090.4833,0.04214227,7.93E-06,0.042105213,0.042160783,6.29E-11,0.042143807,0.042151947,66.37005,3.3002527,0,0.0001275,0.0001275,0,0.0001275,0.0001275
11,5/27/2024 10:30,9270.263,0.315616,0.085906565,0.033606015,0.5652867,0.007379938,0.32290497,0.44637653,23941.162,0.8151016,0.08027414,0.62175584,0.9569975,0.006443937,0.832682,0.91615045,17868.1,0.6083376,0.07050128,0.37478235,0.85056263,0.004970431,0.6081202,0.7249321,24283.71,0.82676363,0.051806428,0.6429163,0.9386609,0.002683906,0.83479595,0.8983546,20180.455,0.6870645,0.082585916,0.39783522,0.869304,0.006820434,0.69914085,0.8010307,20521.94,0.6986906,0.045917194,0.4197891,0.84755224,0.002108389,0.70120364,0.7695426,12754.538,0.43424407,0.12002059,0.09061414,0.68114215,0.014404941,0.45221233,0.5997732,13188.29,0.4490103,0.056640893,0.20295885,0.625,0.003208191,0.45588806,0.5311193,820375.25,27.930426,0.63328016,26.170013,29.429993,0.40104374,27.890015,29.089996,9709175,330.52307,0.04851674,330.26746,330.637,0.002353874,330.52655,330.5898,1237.5778,0.042141717,6.19E-06,0.042109124,0.042156238,3.83E-11,0.042142153,0.042150225,75.323784,3.7460537,0,0.0001275,0.0001275,0,0.0001275,0.0001275
12,5/27/2024 10:30,12126.479,0.36549652,0.0824648,0.019473864,0.573191,0.006800443,0.38126972,0.47710764,28836.701,0.86914784,0.05953585,0.6218151,0.9641088,0.003544517,0.8870623,0.930892,21749.363,0.65553635,0.062490307,0.39094728,0.8616161,0.003905039,0.65906024,0.75218564,28638.928,0.8631928,0.041742235,0.66445625,0.94842356,0.001742414,0.8722299,0.914999,24859.705,0.7492757,0.06271783,0.45328107,0.896572,0.003933527,0.7637934,0.82386225,24306.455,0.7326086,0.040894732,0.5115399,0.86154974,0.001672379,0.73613894,0.7931434,17074.506,0.5146336,0.105121516,0.08809074,0.71100277,0.011050533,0.54598254,0.63252676,16124.84,0.4860092,0.056933805,0.2568251,0.6413167,0.003241458,0.4966101,0.5615593,896341.8,27.016273,0.45219412,25.929993,29.52002,0.20447952,26.940002,27.839996,10970081,330.60083,0.049878255,330.27808,330.7165,0.00248784,330.6095,330.65652,1398.3413,0.04215163,6.36E-06,0.042110477,0.042166375,4.04E-11,0.042152733,0.04215873,85.087585,4.231091,0,0.0001275,0.0001275,0,0.0001275,0.0001275
13,5/27/2024 10:30,9179.629,0.32039562,0.090618044,0.030873131,0.5855782,0.008211629,0.3280221,0.45832184,23440.57,0.818141,0.08066379,0.62177944,0.97146547,0.006506647,0.8372346,0.9189692,17386.025,0.6068192,0.073606946,0.3291211,0.84135145,0.005417983,0.60652566,0.72934425,23733.918,0.82838273,0.052828796,0.5973346,0.9459681,0.002790882,0.8373336,0.9019649,19768.203,0.68996453,0.08164803,0.40514922,0.899862,0.006666401,0.70297307,0.8018135,20031.213,0.6991479,0.045485567,0.40213814,0.8498024,0.002068937,0.7019168,0.77001536,12725.241,0.44414538,0.12152301,0.07717146,0.7123443,0.014767841,0.4661386,0.60677856,13043.407,0.45525217,0.060541745,0.19184808,0.6270442,0.003665303,0.4617284,0.5443158,795728.7,27.773087,0.74119186,25.980011,29.709991,0.5493654,27.869995,28.910004,9471452,330.56674,0.050512787,330.30432,330.6983,0.002551542,330.5702,330.63315,1207.4834,0.042147283,6.44E-06,0.042113822,0.042164057,4.15E-11,0.042147722,0.04215575,73.480225,3.6540873,0,0.0001275,0.0001275,0,0.0001275,0.0001275
NA,5/27/2024 10:30,8425.765,0.32179132,0.08822131,0.05117065,0.5597936,0.007782999,0.33108935,0.45432892,21360.438,0.81578535,0.08026564,0.62178934,0.9517207,0.006442573,0.8349642,0.9168164,15825.667,0.604403,0.069979526,0.3655497,0.8565319,0.004897133,0.60416675,0.72230923,21701.068,0.8287884,0.05102222,0.667809,0.94822985,0.002603267,0.83701336,0.9005181,17928.938,0.6847253,0.08233651,0.42302755,0.86092013,0.006779301,0.6979823,0.79821354,18289.174,0.69848573,0.044806726,0.52787817,0.8400135,0.002007643,0.70120484,0.76780003,11529.728,0.4403348,0.12712203,0.055852644,0.7050562,0.01616001,0.4651416,0.60670906,12014.275,0.4588389,0.062111713,0.21514907,0.6257957,0.003857865,0.46879116,0.54577506,725181.2,27.695728,0.72848713,26.149994,30.860016,0.5306935,27.619995,29.029999,8654407,330.55798,0.055967383,330.28568,330.69156,0.003132348,330.5603,330.64468,1103.5912,0.042146165,7.14E-06,0.042111445,0.042163197,5.09E-11,0.042146463,0.04215722,67.15756,3.3394117,0,0.0001275,0.0001275,0,0.0001275,0.0001275
NA,5/27/2024 10:30,5278.544,0.3052412,0.08393682,0.054545455,0.5629503,0.007045389,0.30553076,0.4426552,13666.736,0.7903065,0.083610415,0.6217895,0.95995325,0.006990701,0.7999063,0.9117093,10080.728,0.582936,0.07658884,0.3650824,0.8148683,0.005865851,0.5803864,0.71291864,14085.897,0.8145436,0.055599134,0.6512467,0.9446315,0.003091264,0.8189229,0.89863145,11305.393,0.6537556,0.08645287,0.40609264,0.8777562,0.007474099,0.6556777,0.790097,11858.853,0.6857599,0.049610205,0.48702422,0.8348733,0.002461172,0.68635076,0.7651906,7033.7666,0.40673885,0.119484544,0.10079213,0.7159127,0.014276557,0.4080074,0.5963338,7802.0615,0.45116997,0.060458552,0.25258324,0.6276966,0.003655237,0.45328718,0.5454766,488781.56,28.264744,0.9419836,26.279999,31.480011,0.88733304,28.26001,29.839996,5715789,330.52414,0.0982986,330.29593,330.7194,0.009662614,330.53888,330.65247,728.7426,0.04214185,1.25E-05,0.042112753,0.042166743,1.57E-10,0.04214373,0.042158213,44.352768,2.2053297,0,0.0001275,0.0001275,0,0.0001275,0.0001275
NA,5/27/2024 10:30,8479.221,0.32239076,0.08091208,0.020176545,0.5254126,0.006546765,0.33154374,0.44026187,21748.604,0.8269119,0.07845164,0.62181616,0.9581098,0.00615466,0.848644,0.9197364,15854.351,0.6028027,0.07508357,0.35233057,0.8390523,0.005637543,0.6076762,0.7194595,21966.484,0.83519685,0.053474024,0.6529672,0.95689845,0.002859471,0.8456723,0.9061204,18458.707,0.7018298,0.08572394,0.3869425,0.8819242,0.007348594,0.72039336,0.8124262,18654.389,0.709264,0.053256996,0.46783796,0.87691826,0.002836308,0.7145849,0.7889523,12351.37,0.46961722,0.1248353,0.057872616,0.7188139,0.015583852,0.49547374,0.6295581,12589.048,0.4786542,0.06557318,0.23452872,0.6741271,0.004299841,0.488125,0.5725063,723158.9,27.495518,0.804861,26.179993,30.25,0.6478012,27.360016,29.01001,8693270,330.57907,0.07846567,330.29153,330.78278,0.006156861,330.60065,330.6673,1108.596,0.04214885,1.00E-05,0.042112194,0.042174827,1.00E-10,0.042151604,0.042160105,76.04711,3.3543355,0,0.0001275,0.0001275,0,0.0001275,0.0001275
14,5/27/2024 10:30,6771.9766,0.29890484,0.08150658,0.02372065,0.5385993,0.006643323,0.30217898,0.4282946,18122.254,0.7998886,0.078018345,0.62192506,0.9487445,0.006086862,0.8134388,0.9062144,13065.861,0.5767085,0.07430255,0.3205494,0.82340777,0.005520869,0.57799226,0.6989955,18459.258,0.81476307,0.05116418,0.6406389,0.9469007,0.002617773,0.8207793,0.89082336,15200.318,0.67091805,0.079308115,0.43405706,0.8636176,0.006289776,0.67952394,0.78568584,15586.175,0.68794954,0.047560148,0.5191097,0.84664434,0.002261968,0.69071704,0.76164144,9818,0.43335178,0.112386875,0.08513779,0.69715226,0.012630809,0.44547182,0.5948625,10348.113,0.4567509,0.055794526,0.25295812,0.6255649,0.003113029,0.46093023,0.54109794,635297.25,28.04102,0.7953745,26.589996,30.950012,0.63262063,28.050018,29.610016,7488246.5,330.5578,0.06720965,330.28372,330.69815,0.004517138,330.57193,330.6399,954.9604,0.042146143,8.57E-06,0.042111196,0.042164035,7.34E-11,0.042147946,0.04215661,65.50078,2.8894014,0,0.0001275,0.0001275,0,0.0001275,0.0001275
15,5/27/2024 10:30,9122.79,0.31579828,0.08374927,0.05597648,0.5499586,0.00701394,0.32463533,0.43942207,23613.645,0.8174202,0.07567251,0.62175065,0.95671916,0.005726328,0.83556926,0.9103821,17252.408,0.5972179,0.07003719,0.34900916,0.8060211,0.004905209,0.59891534,0.7108665,23846.816,0.82548994,0.04917767,0.6665222,0.94450945,0.002418443,0.83363616,0.8929542,19910.969,0.6892502,0.075786814,0.3959279,0.86915255,0.005743641,0.7019991,0.79192585,20096.854,0.69568455,0.042478412,0.5121216,0.835133,0.001804415,0.6979759,0.7607992,13017.432,0.45061526,0.11265872,0.0741483,0.68796754,0.012691987,0.4712472,0.59920263,13227.177,0.45787787,0.05849506,0.1516035,0.65892476,0.003421672,0.4628529,0.545572,802070.5,27.764765,0.5422886,26.559998,30.890015,0.29407692,27.75,28.660004,9549503,330.56308,0.04459608,330.29636,330.68176,0.00198881,330.56763,330.62097,1217.461,0.042146817,5.69E-06,0.04211281,0.04216195,3.23E-11,0.042147394,0.042154197,83.52582,3.6843176,0,0.0001275,0.0001275,0,0.0001275,0.0001275
16,5/27/2024 10:30,4238.602,0.25397626,0.066871636,0.02587671,0.49194,0.004471816,0.25029737,0.36756787,12498.088,0.74888146,0.0746268,0.6218025,0.9263382,0.00556916,0.745738,0.8708813,8856.009,0.5306489,0.06485165,0.3098092,0.7520165,0.004205736,0.5252971,0.641977,13020.735,0.7801978,0.048240967,0.64015025,0.9087118,0.002327191,0.7777522,0.85990334,10340.621,0.61960703,0.07416194,0.4264268,0.8147358,0.005499993,0.6129616,0.7466863,11024.294,0.66057116,0.04262695,0.49994528,0.80030763,0.001817057,0.6594663,0.73158616,6262.9414,0.375273,0.0947543,0.13157895,0.6313066,0.008978377,0.36720625,0.5378864,7198.9033,0.4313557,0.047544993,0.24249959,0.6013485,0.002260526,0.4307978,0.508618,485752.3,29.106112,0.72411686,27.290009,31.02002,0.5243453,29.089996,30.25,5515398.5,330.4669,0.09350515,330.27194,330.64133,0.008743213,330.47574,330.6048,703.1438,0.04213455,1.19E-05,0.042109694,0.042156793,1.42E-10,0.04213568,0.042152133,48.252407,2.128287,0,0.0001275,0.0001275,0,0.0001275,0.0001275
17,5/27/2024 10:30,6607.5376,0.29781142,0.08816228,0.05247913,0.5537485,0.007772588,0.2974815,0.4424611,17684.863,0.797084,0.08324059,0.6217661,0.95499766,0.006928995,0.8082258,0.9123402,12921.743,0.58239794,0.07855418,0.35075527,0.825058,0.00617076,0.5802926,0.7160231,17980.404,0.8104059,0.055149373,0.6343966,0.9414904,0.003041453,0.8141941,0.8930696,14851.242,0.6693639,0.08375742,0.42284417,0.86224264,0.007015306,0.6748494,0.79342145,15156.869,0.6831442,0.046965938,0.47212994,0.82331926,0.002205799,0.6846679,0.7573937,9406.141,0.42394564,0.11310935,0.09758586,0.67457134,0.012793726,0.42992687,0.59209985,9783.982,0.44097844,0.054661132,0.24237727,0.60956174,0.00298784,0.44383058,0.52415526,632891.7,28.525225,0.7737878,26.589996,30.929993,0.59874755,28.480011,29.820007,7332671.5,330.49133,0.061193906,330.2688,330.63574,0.003744694,330.49863,330.57565,934.8285,0.042137668,7.80E-06,0.042109296,0.04215608,6.09E-11,0.0421386,0.04214842,64.1502,2.8295786,0,0.0001275,0.0001275,0,0.0001275,0.0001275
